lesson_number,order_index,domain,difficulty,title,module,topics,prerequisites,status,tags,notes
83,36,dfir,2,Recycle Bin Intelligence with RBCmd,,"Use RBCmd switches to parse windows recycle bin $i and $r files at scale, Correlate RBCmd output with at least two supporting artifacts, Automate parsing workflows with scripts or orchestration tools",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In",
84,37,dfir,3,Registry Mastery with RECmd,,"Use RECmd switches to parse windows registry hives at scale, Correlate RECmd output with at least two supporting artifacts, Automate parsing workflows with scripts or orchestration tools",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In, Package: Eric Zimmerman Tools",
85,38,dfir,2,System Resource Usage Monitor (SRUM) Forensics,,"Extract and analyze SRUM database (SRUDB.dat) for application execution evidence, Track network data usage per application for exfiltration detection, Correlate SRUM timestamps with other execution artifacts","[""562b03ba-4337-4056-8028-ef4c4dd933f2""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
86,39,dfir,3,Execution Timeline Creation and Correlation Analysis,,"Combine Prefetch, AmCache, ShimCache, UserAssist, SRUM into unified execution timelines, Use Timeline Explorer for multi-artifact correlation and filtering, Assign confidence levels to execution evidence (definitive vs. possible)","[""562b03ba-4337-4056-8028-ef4c4dd933f2"", ""ccfa4bce-567e-4c36-bdc6-fba0aa5416a9"", ""6937260f-ab53-4eb9-95b7-435931a16f66"", ""f789d4a9-d6e8-4681-bee0-92be2fb99acf""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
87,40,dfir,3,Shellbag Deep Dives with SBECmd,,"Use SBECmd switches to parse windows shellbag (bagmru and bags) registry data at scale, Correlate SBECmd output with at least two supporting artifacts, Automate parsing workflows with scripts or orchestration tools",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In, Package: Eric Zimmerman Tools",
88,41,dfir,3,Evidence of Execution Detection Lab,,"Apply execution artifact analysis to realistic forensic scenarios, Build complete attack timelines from multiple artifact sources, Identify initial access vectors through execution evidence","[""054c9b0e-319c-40c0-9e5b-e17f95437c49""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
89,42,dfir,3,SQLite Artifact Automation with SQLECmd,,"Use SQLECmd switches to parse sqlite databases across windows and application ecosystems at scale, Correlate SQLECmd output with at least two supporting artifacts, Automate parsing workflows with scripts or orchestration tools",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In, Package: Eric Zimmerman Tools",
90,43,dfir,2,Windows Services and Scheduled Tasks Forensics,,"Extract and analyze Windows Services from Registry for persistence detection, Parse scheduled tasks for malicious automation, Identify suspicious service characteristics (binary paths, start types, descriptions)","[""562b03ba-4337-4056-8028-ef4c4dd933f2""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
91,44,dfir,3,Windows Timeline Investigations with WxTCmd,,"Use WxTCmd switches to parse windows 10 timeline (activitiescache.db) and related activitycache files at scale, Correlate WxTCmd output with at least two supporting artifacts, Automate parsing workflows with scripts or orchestration tools",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In",
92,45,dfir,3,LSASS and NTDS.dit Credential Theft Detection,,"Detect LSASS memory dumping through execution artifacts and Event Logs, Identify Mimikatz execution via Prefetch, AmCache, and SRUM, Analyze Procdump and Task Manager credential theft techniques","[""562b03ba-4337-4056-8028-ef4c4dd933f2""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
93,46,dfir,2,Mastering Correlated DFIR Timelines with Timeline Explorer,,"Use Timeline Explorer switches to parse aggregated csv, json, and sqlite timelines from eric zimmerman utilities at scale, Correlate Timeline Explorer output with at least two supporting artifacts, Automate parsing workflows with scripts or orchestration tools",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In",
94,47,dfir,3,Deep Dive into log2timeline and Plaso Timeline Forensics,,"Architect and execute log2timeline collection runs across heterogeneous evidence sources with reproducible configurations, Interpret Plaso storage files to extract, filter, and correlate artifacts supporting incident response timelines, Diagnose and remediate common log2timeline processing failures related to parsers, dependencies, and resource exhaustion",[],completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist, Built-In",
95,48,dfir,3,"Lateral Movement: SMB, RDP, WMI, PsExec, and UAL Analysis",,"Detect SMB-based lateral movement through Event Logs and ShimCache, Analyze RDP session artifacts for remote access investigation, Identify WMI remote execution via Event Logs and execution artifacts","[""76ca7a78-11ff-4f39-adaa-8837327dd223""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
96,49,dfir,2,NTFS Fundamentals and Metafiles,,"Understand NTFS file system architecture and core concepts, Identify and explain critical NTFS metafiles ($MFT, $LogFile, $Bitmap), Distinguish between resident and non-resident file data","[""562b03ba-4337-4056-8028-ef4c4dd933f2""]",completed,"Course: 13Cubed-Investigating Windows Endpoints, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
97,50,dfir,2,Master File Table (MFT) Analysis,,"Understand NTFS Master File Table architecture and forensic significance, Parse MFT with MFTECmd to extract file metadata and timeline, Interpret MACB timestamps for file activity reconstruction","[""6937260f-ab53-4eb9-95b7-435931a16f66""]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",
98,51,dfir,2,MACB Timestamps and Timeline Analysis,,"Understand the four MACB timestamp types and their forensic significance, Differentiate between $STANDARD_INFORMATION and $FILE_NAME timestamps, Detect timestomping and other anti-forensics timestamp manipulation","[""e5d18e0d-9cda-4769-9589-395cbadcafed"", ""c619bb52-b26f-4c71-ba5a-e7d0d91ace12""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: Threat Hunter, Career Path: DFIR Specialist",
99,52,dfir,3,USN Journal and $I30 Index Analysis,,"Understand USN Journal architecture and record structure, Parse USN Journal records to detect file operations (create, delete, rename), Analyze $I30 index slack space to recover deleted directory entries","[""e5d18e0d-9cda-4769-9589-395cbadcafed"", ""9a0289a3-f25c-482b-ba0a-e91e3917c893""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: Threat Hunter, Career Path: DFIR Specialist",
100,53,dfir,3,NTFS Forensics Integration Lab,,"Synthesize MFT, USN Journal, and $I30 analysis into comprehensive timelines, Reconstruct complex attack scenarios from multiple NTFS artifacts, Identify and document anti-forensics techniques in realistic investigations","[""e5d18e0d-9cda-4769-9589-395cbadcafed"", ""9a0289a3-f25c-482b-ba0a-e91e3917c893"", ""50494b65-c2db-41c2-b20d-6f153fc72b7b""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",
101,54,dfir,2,Windows Recycle Bin Forensics,,"Understand Windows Recycle Bin architecture and file structure, Parse $I metadata files to extract deletion timestamps and original paths, Recover deleted file contents from $R files","[""e5d18e0d-9cda-4769-9589-395cbadcafed"", ""9a0289a3-f25c-482b-ba0a-e91e3917c893""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",
102,55,dfir,2,Permanent Deletion and Unallocated Space Analysis,,"Understand the complete file deletion lifecycle from creation to permanent deletion, Identify unallocated space on NTFS volumes for forensic analysis, Analyze file slack space for data remnants","[""e5d18e0d-9cda-4769-9589-395cbadcafed"", ""0c1b5e1a-7ed5-4cb4-9574-cb5a6d1caec4""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",
103,56,dfir,3,File Carving with PhotoRec and Scalpel,,"Understand file carving principles and signature-based detection, Use PhotoRec for automated recovery of deleted files from unallocated space, Configure and run Scalpel with custom file signatures","[""9f62a725-7811-4364-90a2-fbe231b684cd""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",
104,57,dfir,2,LNK File Analysis,,"Understand Windows LNK file structure and forensic value, Extract metadata from LNK files (timestamps, paths, volume serial numbers), Use LECmd (Eric Zimmerman Tools) for automated LNK parsing","[""e5d18e0d-9cda-4769-9589-395cbadcafed""]",completed,"Career Path: SOC Analyst, Career Path: Incident Responder, Career Path: Forensic Analyst, Course: SANS-FOR500, Career Path: DFIR Specialist",
105,58,dfir,2,Jump Lists Forensics: Application-Specific File Access Tracking,,"Understand Jump Lists architecture and forensic significance beyond simple LNK files, Differentiate between AutomaticDestinations and CustomDestinations Jump Lists, Parse OLE Compound File format to extract embedded LNK streams and metadata","[""e7c5a891-4f23-4e91-b8d5-9c3d6a7e8f92""]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
106,59,dfir,2,The Sleuth Kit: fls and mactime for MACB Timeline Creation,,"Understand The Sleuth Kit (TSK) architecture and command-line tools ecosystem, Use fls to extract filesystem metadata and create body files from MFT, Generate MACB timelines with mactime for comprehensive activity reconstruction","[""10f6b021-16ed-44e6-91fb-6487b594659f""]",completed,"Package: The Sleuth Kit, Career Path: Incident Responder, Career Path: Forensic Analyst, Career Path: DFIR Specialist",
107,60,dfir,3,Plaso and Log2Timeline: Automated Super-Timeline Generation,,"Understand Plaso architecture and super-timeline philosophy (comprehensive artifact aggregation), Use log2timeline.py to automatically parse 100+ artifact types from forensic images, Generate Plaso storage files (.plaso) for efficient timeline processing","[""8b3f2d91-5e67-4a2c-9f1d-3c4e8a9b2d5f""]",completed,"Career Path: Incident Responder, Career Path: Forensic Analyst, Package: Plaso, Career Path: DFIR Specialist",
